"","slopes.500","slopes2.500","slopes.400","slopes2.400","slopes.300","slopes2.300","slopes.200","slopes2.200","slopes.100","slopes2.100","slopes","slopes2"
"1",0.0543,0.0566666666666666,0.051875,0.0588888888888889,0.0535555555555556,0.0557407407407407,0.053,0.0569444444444444,0.0536666666666667,0.0611111111111111,0.0513333333333333,0.0433333333333333
"2",0.0483,0.0591111111111111,0.0429166666666667,0.0555555555555555,0.0421666666666666,0.0538888888888889,0.0394166666666667,0.0491666666666667,0.0448333333333333,0.0633333333333333,0.052,0.0566666666666666
"3",0.0481333333333333,0.0604444444444444,0.0463333333333333,0.0554166666666666,0.0426111111111111,0.0540740740740741,0.0483333333333333,0.0552777777777778,0.0423333333333333,0.0472222222222222,0.046,0.0766666666666666
"4",0.0422333333333333,0.0456666666666666,0.052375,0.0586111111111111,0.0471111111111111,0.0551851851851852,0.0465833333333333,0.0488888888888889,0.0518333333333333,0.055,0.045,0.0522222222222222
"5",0.0587333333333333,0.0705555555555555,0.0562083333333333,0.0693055555555555,0.0518888888888889,0.064074074074074,0.0531666666666667,0.065,0.0538333333333333,0.0677777777777777,0.0526666666666667,0.0711111111111111
"6",0.0526666666666667,0.0516666666666667,0.0520416666666667,0.0506944444444444,0.0538888888888889,0.0535185185185185,0.0475833333333333,0.0458333333333333,0.0433333333333333,0.0377777777777778,0.0423333333333333,0.0444444444444444
"7",0.0354333333333333,0.0405555555555555,0.0444583333333333,0.0508333333333333,0.0355555555555555,0.0422222222222222,0.0333333333333333,0.0366666666666667,0.0311666666666666,0.0383333333333333,0.0613333333333333,0.0522222222222222
"8",0.0442,0.0452222222222222,0.04025,0.0438888888888889,0.0424444444444444,0.0433333333333333,0.04625,0.0486111111111111,0.0511666666666667,0.0511111111111111,0.0573333333333333,0.0566666666666666
"9",0.0627,0.0744444444444444,0.0615,0.0706944444444444,0.0623333333333333,0.0701851851851851,0.0621666666666667,0.0730555555555555,0.0503333333333333,0.0594444444444444,0.061,0.0755555555555555
"10",0.0504666666666667,0.0573333333333333,0.054,0.0559722222222222,0.0512777777777778,0.0575925925925926,0.0511666666666667,0.0547222222222222,0.0476666666666667,0.0527777777777777,0.0496666666666667,0.04
"11",0.0568,0.0527777777777778,0.059125,0.0595833333333333,0.0577222222222222,0.0555555555555555,0.0641666666666667,0.0611111111111111,0.0665,0.0677777777777778,0.0506666666666667,0.0866666666666666
"12",0.053,0.0624444444444444,0.048875,0.055,0.0512222222222222,0.0512962962962963,0.0570833333333333,0.0636111111111111,0.0578333333333333,0.0733333333333333,0.0506666666666667,0.0822222222222222
"13",0.0473333333333333,0.0556666666666666,0.0439583333333333,0.0538888888888889,0.0491666666666667,0.0592592592592592,0.0535,0.0605555555555555,0.0568333333333333,0.0666666666666666,0.066,0.0677777777777777
"14",0.0567,0.0557777777777778,0.060625,0.0630555555555555,0.0572777777777778,0.0596296296296296,0.0545833333333333,0.0547222222222222,0.0665,0.0677777777777778,0.0486666666666667,0.0677777777777778
"15",0.0419333333333333,0.0523333333333333,0.05,0.0629166666666666,0.0506666666666667,0.0616666666666666,0.0516666666666667,0.0633333333333333,0.0406666666666667,0.0555555555555555,0.037,0.0744444444444444
"16",0.0431666666666667,0.0485555555555555,0.04575,0.0513888888888889,0.0452777777777778,0.0468518518518518,0.0520833333333333,0.0608333333333333,0.0426666666666667,0.0438888888888889,0.0456666666666667,0.05
"17",0.0511333333333333,0.0646666666666666,0.0457083333333333,0.0547222222222222,0.0517222222222222,0.0624074074074074,0.0518333333333333,0.0616666666666666,0.0425,0.0427777777777778,0.0633333333333333,0.0633333333333333
"18",0.0544666666666667,0.0658888888888889,0.0550833333333333,0.0673611111111111,0.0564444444444444,0.0683333333333333,0.057,0.065,0.0448333333333333,0.0583333333333333,0.0526666666666667,0.05
"19",0.0614333333333333,0.0696666666666666,0.054625,0.0641666666666666,0.0607777777777778,0.0679629629629629,0.05875,0.0675,0.0611666666666667,0.0577777777777777,0.055,0.06
"20",0.0456666666666667,0.0491111111111111,0.0465833333333333,0.0501388888888889,0.0463333333333333,0.0485185185185185,0.0505,0.0480555555555555,0.0531666666666667,0.06,0.0506666666666667,0.0477777777777778
"21",0.0509333333333333,0.052,0.0497916666666667,0.0475,0.0538333333333333,0.0546296296296296,0.0553333333333333,0.0586111111111111,0.0643333333333333,0.0683333333333333,0.034,0.0511111111111111
"22",0.0509,0.0601111111111111,0.0550416666666666,0.0634722222222222,0.0588333333333333,0.0694444444444444,0.0560833333333333,0.0727777777777777,0.0471666666666666,0.0594444444444444,0.0563333333333333,0.0533333333333333
"23",0.0432666666666667,0.0513333333333333,0.0491666666666667,0.0593055555555555,0.0420555555555555,0.0538888888888889,0.0524166666666667,0.0644444444444444,0.0578333333333333,0.06,0.0546666666666667,0.0544444444444444
"24",0.0488,0.058,0.0476666666666667,0.0530555555555555,0.0497777777777778,0.0531481481481481,0.0525833333333333,0.0630555555555555,0.0491666666666667,0.0511111111111111,0.0773333333333333,0.0577777777777777
"25",0.0566666666666667,0.0634444444444444,0.0574166666666667,0.0677777777777777,0.0533888888888889,0.0572222222222222,0.062,0.075,0.053,0.06,0.0376666666666667,0.0833333333333333
"26",0.0480333333333333,0.0566666666666666,0.0469583333333333,0.0551388888888888,0.0496111111111111,0.054074074074074,0.0403333333333333,0.0477777777777778,0.0523333333333333,0.0588888888888889,0.0536666666666667,0.0655555555555555
"27",0.0447,0.0601111111111111,0.049,0.0618055555555555,0.0467222222222222,0.0542592592592592,0.0488333333333333,0.0572222222222222,0.0416666666666667,0.0466666666666667,0.0393333333333333,0.0522222222222222
"28",0.0507666666666666,0.0618888888888889,0.0403333333333333,0.0516666666666667,0.0376111111111111,0.0468518518518518,0.0429166666666666,0.0558333333333333,0.0345,0.0372222222222222,0.051,0.0466666666666667
"29",0.0586,0.073,0.0576666666666667,0.0715277777777777,0.0609444444444444,0.0712962962962963,0.0603333333333333,0.0719444444444444,0.055,0.0666666666666666,0.036,0.0722222222222222
"30",0.0484333333333333,0.0507777777777778,0.0462916666666667,0.0490277777777778,0.0381666666666667,0.0431481481481481,0.0488333333333333,0.0552777777777778,0.045,0.0405555555555555,0.0536666666666667,0.0488888888888889
"31",0.0507666666666667,0.0484444444444444,0.0535833333333333,0.0505555555555555,0.0452777777777778,0.0433333333333333,0.0506666666666667,0.0502777777777778,0.0471666666666667,0.0511111111111111,0.0433333333333333,0.0544444444444444
"32",0.0541,0.0543333333333333,0.0556666666666667,0.0552777777777777,0.0571666666666667,0.0555555555555555,0.06325,0.0611111111111111,0.0428333333333333,0.0383333333333333,0.0516666666666667,0.0388888888888889
"33",0.0557,0.0572222222222222,0.0517083333333333,0.0566666666666666,0.0595,0.0637037037037037,0.0539166666666666,0.0561111111111111,0.0481666666666667,0.0455555555555556,0.0516666666666667,0.0511111111111111
"34",0.0551,0.0642222222222222,0.0572916666666667,0.0638888888888888,0.0537222222222222,0.0651851851851851,0.0549166666666667,0.0675,0.0518333333333333,0.065,0.0486666666666667,0.0455555555555556
"35",0.0521666666666667,0.0511111111111111,0.0569583333333333,0.05375,0.0506111111111111,0.0498148148148148,0.0530833333333333,0.0513888888888889,0.067,0.0711111111111111,0.0673333333333333,0.0711111111111111
"36",0.0452333333333333,0.0513333333333333,0.0440416666666667,0.05,0.0425555555555556,0.0464814814814815,0.0523333333333333,0.0552777777777777,0.0415,0.045,0.0536666666666667,0.0644444444444444
"37",0.055,0.051,0.0485,0.0429166666666666,0.0466666666666666,0.0407407407407407,0.0480833333333333,0.0472222222222222,0.0478333333333333,0.0383333333333333,0.0473333333333333,0.0444444444444444
"38",0.0398666666666667,0.042,0.041625,0.0429166666666667,0.0467777777777778,0.0537037037037037,0.0451666666666667,0.0538888888888889,0.0456666666666667,0.0494444444444444,0.04,0.0688888888888889
"39",0.0485666666666667,0.057,0.0535,0.0647222222222222,0.0538333333333333,0.0594444444444444,0.06275,0.0730555555555555,0.0506666666666667,0.0566666666666666,0.0556666666666667,0.06
"40",0.0487666666666667,0.0552222222222222,0.0453333333333333,0.0477777777777778,0.0473888888888889,0.0518518518518518,0.052,0.0547222222222222,0.0426666666666667,0.0466666666666666,0.0346666666666667,0.0577777777777777
"41",0.0474,0.0457777777777777,0.0501666666666667,0.0522222222222222,0.0516111111111111,0.0501851851851851,0.0608333333333333,0.0588888888888889,0.0615,0.0544444444444444,0.0373333333333333,0.0566666666666666
"42",0.0481,0.049,0.042625,0.0391666666666666,0.0427777777777778,0.0457407407407407,0.04375,0.0405555555555555,0.0376666666666666,0.0411111111111111,0.0376666666666667,0.0566666666666666
"43",0.0558333333333333,0.0622222222222222,0.0485,0.0529166666666666,0.0525555555555556,0.0598148148148148,0.04625,0.0533333333333333,0.0378333333333333,0.0366666666666667,0.0413333333333333,0.0411111111111111
"44",0.0449333333333333,0.0497777777777778,0.0502916666666667,0.0529166666666666,0.0472777777777778,0.0475925925925926,0.0543333333333333,0.0572222222222222,0.0548333333333333,0.0605555555555555,0.0506666666666667,0.0466666666666666
"45",0.0536,0.0678888888888888,0.0545,0.0661111111111111,0.0572777777777778,0.0664814814814814,0.0568333333333333,0.0677777777777777,0.0485,0.0616666666666666,0.0496666666666667,0.0688888888888889
"46",0.0476,0.0474444444444444,0.049,0.0516666666666667,0.0467777777777778,0.0477777777777778,0.0539166666666667,0.0527777777777778,0.0636666666666666,0.0561111111111111,0.0656666666666667,0.06
"47",0.0353666666666666,0.0326666666666666,0.0355,0.0330555555555555,0.0338333333333333,0.0362962962962963,0.03675,0.0313888888888889,0.0443333333333333,0.0455555555555555,0.059,0.04
"48",0.0538333333333333,0.0572222222222222,0.052,0.0527777777777778,0.0481111111111111,0.052037037037037,0.0503333333333333,0.0558333333333333,0.05,0.0538888888888889,0.0486666666666667,0.0555555555555555
"49",0.0365666666666667,0.0396666666666667,0.03875,0.0433333333333333,0.0369444444444445,0.0474074074074074,0.0365833333333333,0.04,0.0451666666666667,0.0505555555555555,0.0333333333333333,0.0377777777777778
"50",0.0490333333333333,0.0505555555555555,0.049125,0.0486111111111111,0.0448888888888889,0.0457407407407407,0.0495,0.0463888888888889,0.0348333333333333,0.0283333333333333,0.0523333333333333,0.0311111111111111
"51",0.0604333333333333,0.0606666666666666,0.0553333333333333,0.0538888888888888,0.0588333333333333,0.0585185185185185,0.0645833333333333,0.0630555555555555,0.046,0.0472222222222222,0.0543333333333333,0.0577777777777777
"52",0.0489666666666667,0.0532222222222222,0.0489583333333333,0.05,0.0493888888888889,0.0487037037037037,0.05625,0.0583333333333333,0.0503333333333333,0.0561111111111111,0.0506666666666667,0.0522222222222222
"53",0.0474333333333333,0.046,0.05075,0.0476388888888889,0.0499444444444444,0.0512962962962963,0.0511666666666666,0.0463888888888889,0.0511666666666667,0.0527777777777778,0.0403333333333333,0.0622222222222222
"54",0.0491666666666667,0.0504444444444444,0.0520833333333333,0.0559722222222222,0.0461666666666666,0.0429629629629629,0.0481666666666667,0.0533333333333333,0.0493333333333333,0.0538888888888889,0.0416666666666667,0.06
"55",0.055,0.0738888888888889,0.05225,0.0727777777777777,0.0498888888888889,0.0664814814814814,0.0496666666666667,0.0691666666666666,0.0495,0.0627777777777778,0.047,0.0755555555555555
"56",0.0530333333333333,0.0571111111111111,0.0628333333333333,0.0669444444444444,0.0582222222222222,0.0657407407407407,0.06475,0.0683333333333333,0.0546666666666667,0.0488888888888889,0.0606666666666667,0.0688888888888889
"57",0.0477666666666667,0.0452222222222222,0.0497083333333333,0.0483333333333333,0.0461666666666666,0.0416666666666667,0.0498333333333333,0.0425,0.0481666666666667,0.0433333333333333,0.0503333333333333,0.0511111111111111
"58",0.0598333333333333,0.0621111111111111,0.04875,0.0509722222222222,0.0516666666666667,0.0531481481481481,0.0516666666666667,0.0488888888888889,0.0453333333333333,0.0416666666666666,0.049,0.0422222222222222
"59",0.0505,0.0545555555555555,0.0477916666666667,0.0533333333333333,0.0561111111111111,0.0581481481481481,0.0496666666666667,0.0605555555555555,0.0545,0.0633333333333333,0.06,0.0688888888888889
"60",0.0493333333333333,0.0527777777777778,0.0477083333333333,0.05125,0.0477777777777778,0.0525925925925926,0.048,0.0511111111111111,0.0536666666666667,0.0561111111111111,0.0496666666666667,0.0555555555555555
"61",0.0527666666666667,0.0635555555555555,0.0539583333333333,0.0673611111111111,0.0512777777777778,0.0579629629629629,0.0500833333333333,0.0577777777777777,0.0366666666666667,0.0433333333333333,0.0516666666666667,0.0188888888888889
"62",0.0481,0.0583333333333333,0.045,0.0584722222222222,0.0401666666666667,0.0537037037037037,0.0385,0.0477777777777778,0.045,0.0561111111111111,0.0306666666666667,0.0666666666666666
"63",0.0556666666666667,0.0597777777777778,0.060625,0.0622222222222222,0.0587222222222222,0.0635185185185185,0.06175,0.0663888888888889,0.044,0.035,0.061,0.0466666666666667
"64",0.0541333333333333,0.057,0.0549166666666667,0.0561111111111111,0.0536666666666667,0.0564814814814815,0.051,0.0572222222222222,0.0518333333333333,0.0488888888888889,0.0536666666666667,0.0311111111111111
"65",0.0432,0.0525555555555555,0.0392083333333333,0.0426388888888889,0.0450555555555556,0.0551851851851851,0.0440833333333333,0.0533333333333333,0.0425,0.0566666666666666,0.051,0.0288888888888889
"66",0.0539333333333333,0.0656666666666667,0.0555416666666667,0.0659722222222222,0.0645,0.0746296296296296,0.0561666666666667,0.0666666666666666,0.048,0.0572222222222222,0.0556666666666667,0.0455555555555556
"67",0.0557333333333333,0.0643333333333333,0.0527083333333333,0.0608333333333333,0.0611111111111111,0.0683333333333333,0.0578333333333333,0.0686111111111111,0.053,0.0533333333333333,0.0303333333333333,0.0511111111111111
"68",0.0496333333333333,0.0515555555555555,0.0518333333333333,0.0490277777777778,0.0433333333333333,0.0475925925925926,0.04625,0.0455555555555555,0.0558333333333333,0.0588888888888889,0.0416666666666667,0.0466666666666667
"69",0.0532666666666667,0.0473333333333333,0.0494583333333333,0.0404166666666667,0.0498333333333333,0.0381481481481481,0.0558333333333333,0.0469444444444444,0.0643333333333333,0.0638888888888888,0.053,0.0411111111111111
"70",0.0601666666666667,0.0636666666666666,0.0616666666666666,0.0654166666666667,0.0669444444444444,0.0696296296296296,0.0633333333333333,0.0663888888888889,0.0598333333333333,0.0655555555555555,0.0626666666666667,0.0722222222222222
"71",0.0513333333333333,0.0637777777777777,0.0508333333333333,0.0580555555555555,0.05,0.0603703703703703,0.0453333333333333,0.0561111111111111,0.0483333333333333,0.0472222222222222,0.0596666666666667,0.04
"72",0.0420333333333333,0.0463333333333333,0.036375,0.0420833333333333,0.0433888888888889,0.0457407407407407,0.0398333333333333,0.0425,0.033,0.0372222222222222,0.0503333333333333,0.06
"73",0.0525,0.0532222222222222,0.055875,0.0552777777777778,0.0542777777777778,0.0585185185185185,0.0535833333333333,0.0575,0.0618333333333333,0.0644444444444444,0.0553333333333333,0.0533333333333333
"74",0.0525,0.055,0.0536666666666667,0.0568055555555555,0.0518888888888889,0.0579629629629629,0.0581666666666667,0.0661111111111111,0.0578333333333333,0.0672222222222222,0.0536666666666667,0.04
"75",0.0457333333333333,0.0547777777777777,0.0399583333333333,0.0463888888888889,0.0491666666666667,0.0603703703703703,0.0441666666666667,0.0561111111111111,0.0465,0.0516666666666666,0.05,0.0655555555555555
